Age,Gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction,UUID,Engagement Level,User Segment,User Value,Preferred Content Type,Primary Discovery Method,Categorized Mood,Satisfied with Podcast Variety
20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time",Others,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,eafa6500-ecba-46cc-a199-2add2bdf2184,Moderately Engaged,Loyal User,Standard,Music,Others,Varied,Not Satisfied
20-35,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Podcast,classical,Morning,Uplifting and motivational,Workout session,Playlists,1,Several times a week,Lifestyle and Health,Educational,Well known individuals,Both,Satisfied,1b9c1490-e831-4995-90d7-f4ae8412ca46,Moderately Engaged,Emerging User,Standard,Music,Playlists,Uplifting/Motivational,Satisfied
12-20,Female,6 months to 1 year,Computer or laptop,Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,classical,Afternoon,Sadness or melancholy,While Traveling,Radio,3,Once a week,Sports,Story telling,unknown Podcasters,Both,Ok,0118f73c-d6d1-4ff6-98df-c11cf9172d98,Moderately Engaged,Emerging User,Standard,Music,Radio,Sadness/Melancholy,Not Satisfied
20-35,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,classical,Afternoon,Sadness or melancholy,While Traveling,Radio,3,Once a week,Sports,Interview,Well known individuals,Longer,Ok,9786d51d-eb5c-444d-88d1-7dd38568e4a8,Moderately Engaged,Emerging User,Standard,Music,Radio,Sadness/Melancholy,Not Satisfied
12-20,Female,1 year to 2 years,Computer or laptop,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Podcast,Rap,Afternoon,Sadness or melancholy,Study Hours,Radio,3,Once a week,Health and Fitness,Interview,unknown Podcasters,Longer,Satisfied,5b5879f2-3b91-4dab-b3df-cf4a897efd02,Low Engagement,Emerging User,Standard,Music,Radio,Sadness/Melancholy,Satisfied
20-35,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Podcast,classical,Afternoon,Sadness or melancholy,While Traveling,Playlists,2,Several times a week,Health and Fitness,Interview,unknown Podcasters,Both,Ok,a6fb36cd-1806-4bb8-a1bf-e8280716eb05,Moderately Engaged,Emerging User,Standard,Music,Playlists,Sadness/Melancholy,Not Satisfied
20-35,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Rap,Morning,Uplifting and motivational,While Traveling,Radio,3,Once a week,Lifestyle and Health,Interview,unknown Podcasters,Longer,Satisfied,2b384567-2f7b-45a5-a8c5-135c53f0f1eb,Moderately Engaged,Emerging User,Standard,Music,Radio,Uplifting/Motivational,Satisfied
12-20,Female,6 months to 1 year,Smart speakers or voice assistants,Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,classical,Morning,Uplifting and motivational,Study Hours,Radio,3,Several times a week,Health and Fitness,Interview,unknown Podcasters,Longer,Satisfied,e9f0d175-8ed1-4334-9ac2-6348f2b51adb,Low Engagement,Emerging User,Standard,Music,Radio,Uplifting/Motivational,Satisfied
12-20,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,"While Traveling, Workout session, leisure time",Others,5,Daily,Health and Fitness,Educational,Well known individuals,Shorter,Very Satisfied,3813c231-645e-4bfc-925b-255b85614cee,Moderately Engaged,Emerging User,Standard,Music,Others,Relaxation/Stress Relief,Satisfied
12-20,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,Rap,Morning,Sadness or melancholy,Workout session,Playlists,4,Several times a week,Lifestyle and Health,Interview,Well known individuals,Longer,Satisfied,27b22654-80a4-42ee-8941-ee9d445b4871,Moderately Engaged,Emerging User,Standard,Music,Playlists,Sadness/Melancholy,Satisfied
20-35,Female,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,classical,Afternoon,Sadness or melancholy,Workout session,Radio,2,Once a week,Health and Fitness,Story telling,unknown Podcasters,Longer,Ok,c3060206-220e-4ac7-aa53-731a0fb2ec42,Moderately Engaged,Emerging User,Standard,Music,Radio,Sadness/Melancholy,Not Satisfied
20-35,Female,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,classical,Afternoon,Sadness or melancholy,"Study Hours, While Traveling, leisure time","Playlists, Others",2,Once a week,Health and Fitness,Story telling,unknown Podcasters,Both,Satisfied,af674b73-d7d9-4aa8-b884-794d51072f42,Low Engagement,Emerging User,Standard,Music,Playlists,Sadness/Melancholy,Satisfied
20-35,Female,6 months to 1 year,"Computer or laptop, Wearable devices",Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,Rap,Morning,Uplifting and motivational,"While Traveling, Workout session, leisure time","Playlists, Radio, Others",2,Several times a week,Health and Fitness,Interview,unknown Podcasters,Longer,Satisfied,d53ccf03-ecb6-4e20-8c9e-e8bde08c9306,Moderately Engaged,Emerging User,Standard,Music,Playlists,Uplifting/Motivational,Satisfied
20-35,Female,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Podcast,Pop,Afternoon,"Uplifting and motivational, Sadness or melancholy","Study Hours, While Traveling, Workout session","Playlists, Radio",3,Several times a week,Health and Fitness,Story telling,Both,Longer,Satisfied,cf3286fc-8084-4507-9ebd-759e0655c3bb,Low Engagement,Emerging User,Standard,Music,Playlists,"Uplifting/Motivational, Sadness/Melancholy",Satisfied
20-35,Others,1 year to 2 years,Computer or laptop,Free (ad-supported),Yes,Family Plan-Rs 179/month,Podcast,classical,Afternoon,Uplifting and motivational,"Study Hours, While Traveling, Workout session","Playlists, Radio, Others",3,Once a week,Sports,Interview,unknown Podcasters,Shorter,Ok,7b51359b-dc1c-4fab-8cb6-e9b4ca2a635b,Low Engagement,Emerging User,Standard,Music,Playlists,Uplifting/Motivational,Not Satisfied
20-35,Female,6 months to 1 year,"Smartphone, Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),No,Duo plan- Rs 149/month,Podcast,classical,Morning,"Uplifting and motivational, Sadness or melancholy","Office hours, Study Hours, While Traveling","Playlists, Others",2,Several times a week,Health and Fitness,Interview,unknown Podcasters,Longer,Very Satisfied,49eefc90-4772-45fc-a276-e5931f2bd801,Low Engagement,Emerging User,Standard,Podcast,Playlists,"Uplifting/Motivational, Sadness/Melancholy",Satisfied
20-35,Female,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Duo plan- Rs 149/month,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","Study Hours, While Traveling, Workout session","Playlists, Others",3,Once a week,Sports,Interview,unknown Podcasters,Both,Ok,6e99114b-ca03-4f8c-807c-58f404a1415d,Low Engagement,Emerging User,Standard,Music,Playlists,"Relaxation/Stress Relief, Sadness/Melancholy",Not Satisfied
20-35,Female,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),No,Family Plan-Rs 179/month,Podcast,classical,Afternoon,"Uplifting and motivational, Sadness or melancholy","Study Hours, While Traveling, Workout session","Playlists, Radio",3,Several times a week,Health and Fitness,Story telling,unknown Podcasters,Longer,Satisfied,53ad27d7-d464-499e-b426-882cce698786,Low Engagement,Emerging User,Standard,Music,Playlists,"Uplifting/Motivational, Sadness/Melancholy",Satisfied
20-35,Female,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),Yes,Duo plan- Rs 149/month,Music,classical,Morning,"Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, Workout session","recommendations, Playlists, Radio",3,Several times a week,Health and Fitness,Story telling,unknown Podcasters,Longer,Satisfied,4fbeb1e5-9f9f-4894-be03-d253375cf161,Low Engagement,Emerging User,Standard,Podcast,Recommendations,"Social/Party, Uplifting/Motivational, Sadness/Melancholy",Satisfied
12-20,Female,6 months to 1 year,"Smartphone, Computer or laptop",Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Podcast,Rap,Afternoon,"Relaxation and stress relief, Sadness or melancholy","Office hours, Study Hours, While Traveling","recommendations, Radio, Others",2,Several times a week,Health and Fitness,Story telling,Both,Longer,Ok,89af7530-cb74-4363-a91b-59d919d33da7,Low Engagement,Emerging User,Standard,Podcast,Recommendations,"Relaxation/Stress Relief, Sadness/Melancholy",Not Satisfied
12-20,Female,6 months to 1 year,Smart speakers or voice assistants,Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,classical,Afternoon,Social gatherings or parties,"Study Hours, While Traveling",Radio,3,Rarely,Sports,Conversational,unknown Podcasters,Longer,Ok,d3243af2-b177-4a79-8f79-48da5e4534e9,Low Engagement,Emerging User,Standard,Music,Radio,Social/Party,Not Satisfied
20-35,Female,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,classical,Afternoon,Sadness or melancholy,While Traveling,"Playlists, Radio",3,Once a week,Health and Fitness,Story telling,unknown Podcasters,Longer,Ok,fc7793ed-5843-4135-b9ee-6a8256d5ab23,Moderately Engaged,Emerging User,Standard,Music,Playlists,Sadness/Melancholy,Not Satisfied
35-60,Female,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),No,Family Plan-Rs 179/month,Music,classical,Morning,Uplifting and motivational,While Traveling,Radio,3,Once a week,Health and Fitness,Story telling,unknown Podcasters,Both,Ok,f77d487e-4013-469c-998e-463d05935c97,Moderately Engaged,Emerging User,Standard,Music,Radio,Uplifting/Motivational,Not Satisfied
35-60,Female,Less than 6 months,"Smartphone, Computer or laptop",Premium (paid subscription),No,Duo plan- Rs 149/month,Podcast,Pop,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Study Hours, While Traveling, Workout session","recommendations, Playlists, Radio",2,Once a week,Sports,Interview,unknown Podcasters,Longer,Ok,aabbc55d-5269-454f-9258-20160007ae82,Low Engagement,New User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational, Sadness/Melancholy",Not Satisfied
35-60,Female,6 months to 1 year,"Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,Melody,Afternoon,Uplifting and motivational,While Traveling,Playlists,2,Several times a week,Health and Fitness,Interview,unknown Podcasters,Longer,Satisfied,f15098a0-427f-4d27-afc4-0479c58ff89b,Moderately Engaged,Emerging User,Standard,Music,Playlists,Uplifting/Motivational,Satisfied
20-35,Female,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,classical,Afternoon,Sadness or melancholy,Workout session,Playlists,2,Several times a week,Health and Fitness,Story telling,Both,Both,Dissatisfied,45caa31e-adc0-4e97-918d-e89959d5cc33,Moderately Engaged,Emerging User,Standard,Music,Playlists,Sadness/Melancholy,Not Satisfied
12-20,Female,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),No,Duo plan- Rs 149/month,Music,Melody,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Study Hours, While Traveling, Workout session",Playlists,3,Once a week,Health and Fitness,Interview,Well known individuals,Both,Ok,c7944804-742d-4b3e-87fe-4685bfcea2c2,Low Engagement,Emerging User,Standard,Music,Playlists,"Relaxation/Stress Relief, Uplifting/Motivational, Sadness/Melancholy",Not Satisfied
20-35,Female,6 months to 1 year,Computer or laptop,Premium (paid subscription),No,Family Plan-Rs 179/month,Music,classical,Night,Sadness or melancholy,Workout session,Radio,3,Several times a week,Health and Fitness,Story telling,unknown Podcasters,Both,Satisfied,2235772c-bf0e-443b-b364-10f99af28c95,Moderately Engaged,Emerging User,Standard,Music,Radio,Sadness/Melancholy,Satisfied
12-20,Female,1 year to 2 years,"Computer or laptop, Wearable devices",Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,Rap,Afternoon,"Relaxation and stress relief, Sadness or melancholy","While Traveling, Workout session",Radio,3,Once a week,Health and Fitness,Interview,Both,Longer,Satisfied,d8f54bc3-762a-4d4f-ba55-7f7661a81e3d,Moderately Engaged,Emerging User,Standard,Music,Radio,"Relaxation/Stress Relief, Sadness/Melancholy",Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,While Traveling,Others,4,Rarely,Health and Fitness,Unknown,Both,Shorter,Ok,fe060006-7512-4031-879b-085b667643ef,Moderately Engaged,Emerging User,Standard,Music,Others,Relaxation/Stress Relief,Not Satisfied
35-60,Female,1 year to 2 years,Smart speakers or voice assistants,Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,Rap,Afternoon,Uplifting and motivational,While Traveling,Others,3,Once a week,Health and Fitness,Interview,unknown Podcasters,Longer,Satisfied,3b677e8a-3c2a-4fc4-a1f2-5348908dd45d,Moderately Engaged,Emerging User,Standard,Music,Others,Uplifting/Motivational,Satisfied
20-35,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Podcast,Rap,Afternoon,"Uplifting and motivational, Sadness or melancholy",Study Hours,Playlists,3,Once a week,Health and Fitness,Story telling,unknown Podcasters,Both,Satisfied,362739aa-591f-4ad1-a8ce-431bf0131835,Low Engagement,Emerging User,Standard,Music,Playlists,"Uplifting/Motivational, Sadness/Melancholy",Satisfied
20-35,Male,1 year to 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, While Traveling, Workout session","recommendations,Others, Social media",3,Never,Comedy,Conversational,Well known individuals,Longer,Ok,8303c077-49d8-4beb-aaec-852142bdd676,Low Engagement,Emerging User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational, Sadness/Melancholy",Not Satisfied
20-35,Female,6 months to 1 year,Computer or laptop,Premium (paid subscription),Yes,Duo plan- Rs 149/month,Music,Rap,Morning,Uplifting and motivational,While Traveling,Radio,2,Several times a week,Lifestyle and Health,Educational,unknown Podcasters,Longer,Dissatisfied,d07d4335-8b78-4267-a234-2a79f3a4935f,Moderately Engaged,Emerging User,Standard,Music,Radio,Uplifting/Motivational,Not Satisfied
20-35,Female,1 year to 2 years,Smart speakers or voice assistants,Premium (paid subscription),No,Family Plan-Rs 179/month,Music,classical,Night,Sadness or melancholy,While Traveling,Others,3,Once a week,Health and Fitness,Story telling,unknown Podcasters,Both,Dissatisfied,a1b61d18-8048-412b-9e6f-1dc2f4bd7bf0,Moderately Engaged,Emerging User,Standard,Music,Others,Sadness/Melancholy,Not Satisfied
20-35,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,Melody,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, Study Hours, While Traveling","Radio, Others",3,Several times a week,Lifestyle and Health,Interview,unknown Podcasters,Longer,Satisfied,bb37c90d-cf6d-4422-8829-6873dbb39f69,Low Engagement,Emerging User,Standard,Podcast,Radio,"Relaxation/Stress Relief, Uplifting/Motivational, Sadness/Melancholy",Satisfied
20-35,Female,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,classical,Afternoon,"Relaxation and stress relief, Uplifting and motivational",Office hours,recommendations,2,Once a week,Health and Fitness,Story telling,unknown Podcasters,Both,Ok,d59be048-82ad-46d0-aa09-46bf1a443b41,Low Engagement,Emerging User,Standard,Podcast,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational",Not Satisfied
20-35,Female,1 year to 2 years,Computer or laptop,Premium (paid subscription),No,Duo plan- Rs 149/month,Podcast,Rap,Afternoon,Uplifting and motivational,Workout session,Radio,2,Several times a week,Health and Fitness,Interview,unknown Podcasters,Both,Ok,c783ca39-7f26-41fc-adde-05fa7c50246c,Moderately Engaged,Emerging User,Standard,Music,Radio,Uplifting/Motivational,Not Satisfied
20-35,Female,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,classical,Afternoon,Sadness or melancholy,"Office hours, While Traveling, Workout session","recommendations, Radio, Others",2,Once a week,Lifestyle and Health,Educational,unknown Podcasters,Both,Ok,9979ad7e-b89c-44e2-9512-631ee60f06b0,Low Engagement,Emerging User,Standard,Podcast,Recommendations,Sadness/Melancholy,Not Satisfied
20-35,Female,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,Rap,Afternoon,Uplifting and motivational,"Study Hours, While Traveling, Workout session","recommendations, Playlists, Radio",4,Once a week,Sports,Story telling,unknown Podcasters,Both,Ok,e6c30f66-5294-4747-9a68-46aa6d2e5911,Low Engagement,Emerging User,Standard,Music,Recommendations,Uplifting/Motivational,Not Satisfied
20-35,Female,6 months to 1 year,"Computer or laptop, Wearable devices",Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,Melody,Morning,"Relaxation and stress relief, Uplifting and motivational","Study Hours, Workout session","recommendations, Playlists, Radio",3,Several times a week,Health and Fitness,Interview,unknown Podcasters,Longer,Ok,7828ccfd-90d7-4bf6-9c82-ed82f7436e32,Low Engagement,Emerging User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational",Not Satisfied
12-20,Female,6 months to 1 year,Computer or laptop,Premium (paid subscription),No,Individual Plan- Rs 119/ month,Music,classical,Afternoon,"Uplifting and motivational, Sadness or melancholy",Workout session,Radio,2,Several times a week,Lifestyle and Health,Story telling,Well known individuals,Shorter,Very Satisfied,de936ac4-670f-4288-9913-e4a7f2c48ccb,Moderately Engaged,Emerging User,Standard,Music,Radio,"Uplifting/Motivational, Sadness/Melancholy",Satisfied
20-35,Female,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Podcast,Melody,Morning,"Uplifting and motivational, Social gatherings or parties","Office hours, Study Hours, While Traveling","Playlists, Others",3,Several times a week,Lifestyle and Health,Story telling,unknown Podcasters,Longer,Very Satisfied,3757e569-423c-419f-8fba-64e521632b38,Low Engagement,Emerging User,Standard,Podcast,Playlists,"Social/Party, Uplifting/Motivational",Satisfied
20-35,Others,1 year to 2 years,Computer or laptop,Premium (paid subscription),No,Family Plan-Rs 179/month,Music,classical,Afternoon,Uplifting and motivational,While Traveling,Radio,2,Once a week,Sports,Story telling,unknown Podcasters,Longer,Satisfied,98a8ad6e-efac-44e1-ac8d-910d147405fe,Moderately Engaged,Emerging User,Standard,Music,Radio,Uplifting/Motivational,Satisfied
12-20,Female,6 months to 1 year,Smart speakers or voice assistants,Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,classical,Afternoon,"Uplifting and motivational, Sadness or melancholy",While Traveling,"Playlists, Radio",3,Several times a week,Sports,Story telling,Both,Longer,Ok,b6906e13-8284-42ae-90d6-020d6ef55239,Moderately Engaged,Emerging User,Standard,Music,Playlists,"Uplifting/Motivational, Sadness/Melancholy",Not Satisfied
20-35,Female,6 months to 1 year,Smart speakers or voice assistants,Premium (paid subscription),No,Family Plan-Rs 179/month,Music,Melody,Afternoon,Sadness or melancholy,While Traveling,Others,2,Once a week,Sports,Conversational,Both,Longer,Ok,13a41353-0695-496d-9804-82909c83ceab,Moderately Engaged,Emerging User,Standard,Music,Others,Sadness/Melancholy,Not Satisfied
20-35,Female,1 year to 2 years,Smart speakers or voice assistants,Premium (paid subscription),Yes,Family Plan-Rs 179/month,Podcast,Melody,Afternoon,Sadness or melancholy,Workout session,Others,3,Once a week,Health and Fitness,Story telling,unknown Podcasters,Longer,Satisfied,da48e3b9-d6d7-4538-abb6-b00c4ec90455,Moderately Engaged,Emerging User,Standard,Music,Others,Sadness/Melancholy,Satisfied
20-35,Female,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Rap,Afternoon,Sadness or melancholy,While Traveling,Radio,3,Once a week,Sports,Story telling,unknown Podcasters,Both,Ok,4b89be38-6d85-47a1-a895-6fcc1baa0277,Moderately Engaged,Emerging User,Standard,Music,Radio,Sadness/Melancholy,Not Satisfied
12-20,Female,6 months to 1 year,Computer or laptop,Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,classical,Morning,Sadness or melancholy,While Traveling,Playlists,3,Once a week,Sports,Interview,Both,Longer,Ok,6f9dcbaf-933a-4d2f-9484-30ff0df9723b,Moderately Engaged,Emerging User,Standard,Music,Playlists,Sadness/Melancholy,Not Satisfied
12-20,Female,6 months to 1 year,Computer or laptop,Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,classical,Afternoon,Sadness or melancholy,"While Traveling, leisure time",Others,3,Once a week,Health and Fitness,Educational,unknown Podcasters,Both,Satisfied,6db89546-db9b-4bc4-ba59-69e10c3bbb52,Moderately Engaged,Emerging User,Standard,Music,Others,Sadness/Melancholy,Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,"Relaxation and stress relief, Social gatherings or parties",leisure time,"Others, Social media",2,Rarely,Health and Fitness,Educational,Well known individuals,Shorter,Ok,9b078d4f-cb7f-43ae-a5de-d616c601a3e8,Moderately Engaged,Loyal User,Standard,Music,Social Media,"Relaxation/Stress Relief, Social/Party",Not Satisfied
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Pop,Night,Relaxation and stress relief,leisure time,recommendations,4,Never,Unknown,Unknown,Unknown,Unknown,Ok,c6998703-ecde-484d-9835-9c7e8832ca61,Moderately Engaged,Emerging User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, leisure time",recommendations,4,Several times a week,Lifestyle and Health,Educational,Well known individuals,Shorter,Satisfied,e839def3-3e34-4bfb-b1c1-6e3495dd49af,Moderately Engaged,Loyal User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational, Sadness/Melancholy",Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties",leisure time,Playlists,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,0d380eec-df3c-43a0-bc97-20c294d2e910,Moderately Engaged,Emerging User,Standard,Music,Playlists,"Relaxation/Stress Relief, Social/Party, Uplifting/Motivational",Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,classical,Morning,"Relaxation and stress relief, Uplifting and motivational","Study Hours, While Traveling, leisure time","recommendations, Playlists",3,Daily,Unknown,Unknown,Unknown,Unknown,Ok,b3fecf70-f9a5-4436-baed-42fa22e5311b,Low Engagement,New User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational",Not Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,classical,Night,Sadness or melancholy,leisure time,Others,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,6c862ccf-82ae-490d-b0e1-de45649f8899,Moderately Engaged,Loyal User,Standard,Music,Others,Sadness/Melancholy,Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,While Traveling,Playlists,4,Several times a week,Comedy,Story telling,unknown Podcasters,Shorter,Very Satisfied,e8c3db0f-6cfb-4e0a-b229-e610b139cdd5,Moderately Engaged,New User,Standard,Music,Playlists,Relaxation/Stress Relief,Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, Study Hours, While Traveling","recommendations, Playlists",5,Rarely,Lifestyle and Health,Conversational,Well known individuals,Shorter,Ok,b7762cb9-0a53-4712-bc51-d61ced295334,Low Engagement,Emerging User,Standard,Podcast,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational, Sadness/Melancholy",Not Satisfied
20-35,Male,More than 2 years,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Pop,Night,Relaxation and stress relief,"While Traveling, Before bed ","recommendations, Playlists",3,Never,Unknown,Unknown,Unknown,Unknown,Satisfied,9ccf8c25-125f-4d5c-b49c-4ec205a113dc,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Relaxation/Stress Relief,Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Melody,Morning,Relaxation and stress relief,"While Traveling, leisure time",recommendations,4,Never,Unknown,Story telling,Unknown,Unknown,Ok,1591f109-1e46-43ad-8641-74502da419e6,Moderately Engaged,Loyal User,Standard,Music,Recommendations,Relaxation/Stress Relief,Not Satisfied
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Pop,Morning,Uplifting and motivational,"While Traveling, leisure time",Others,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,e707c03d-fbd1-4bef-85f6-402ebe4f3cd5,Moderately Engaged,Emerging User,Standard,Music,Others,Uplifting/Motivational,Not Satisfied
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, leisure time","recommendations, Others",1,Rarely,Finance related and current affairs,Story telling,Both,Shorter,Ok,1570eb92-51ec-440f-8325-762c9a174c5b,Moderately Engaged,Emerging User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational, Sadness/Melancholy",Not Satisfied
20-35,Female,6 months to 1 year,"Smartphone, Wearable devices",Free (ad-supported),No,,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","Office hours, While Traveling, Workout session",Others,4,Never,Food and cooking,Unknown,Unknown,Unknown,Ok,6fb73685-4ba1-4802-9a32-a9c0453df75a,Low Engagement,Emerging User,Standard,Music,Others,"Relaxation/Stress Relief, Sadness/Melancholy",Not Satisfied
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, Workout session, leisure time",recommendations,4,Rarely,Comedy,Unknown,Unknown,Shorter,Ok,a32c0462-a5c3-43f5-af93-1c30f7f20dee,Moderately Engaged,New User,Standard,Music,Recommendations,"Relaxation/Stress Relief, Uplifting/Motivational, Sadness/Melancholy",Not Satisfied
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,,Music,Melody,Night,Relaxation and stress relief,Office hours,Playlists,3,Rarely,Unknown,Story telling,Both,Both,Satisfied,b26205a2-8bb2-4aff-9056-8a8853b39c49,Low Engagement,Loyal User,Standard,Podcast,Playlists,Relaxation/Stress Relief,Satisfied
